refund_id,order_id,customer_id,refund_date,refund_amount,refund_reason,refund_method,refund_status,currency
REF00002305,ORD00010406,CUST003070,2026-02-09,871.17,Quality Issue,Gift Card,Approved,USD
REF00002306,ORD00025546,CUST000101,2023-10-05,1258.06,Missing Parts,Store Credit,Approved,USD
REF00002307,ORD00022181,CUST004110,2024-07-15,300.86,Damaged Item,Store Credit,Approved,USD
REF00002308,ORD00000943,CUST002068,2024-02-28,888.03,Customer Changed Mind,Gift Card,Approved,USD
REF00002309,ORD00001196,CUST001644,2026-07-06,207.49,Wrong Product,Store Credit,Approved,USD
REF00002310,ORD00004602,CUST003660,2026-04-25,1559.36,Duplicate Charge,Gift Card,Pending,USD
REF00002311,ORD00020581,CUST004618,2023-09-16,1292.7,Duplicate Charge,Original Payment Method,Approved,USD
REF00002312,ORD00011799,CUST003790,2023-07-20,1065.18,Damaged Item,Store Credit,Approved,USD
REF00002313,ORD00003060,CUST000993,2026-01-04,397.63,Damaged Item,Store Credit,Approved,USD
REF00002314,ORD00024248,CUST002339,2026-08-04,221.88,Quality Issue,Bank Transfer,Approved,USD
REF00002315,ORD00002356,CUST003905,2026-03-10,3079.09,Late Delivery,Gift Card,Approved,USD
REF00002316,ORD00025387,CUST004299,2024-06-27,2590.46,Duplicate Charge,Bank Transfer,Approved,USD
REF00002317,ORD00018607,CUST001765,2023-11-02,237.91,Wrong Product,Gift Card,Approved,USD
REF00002318,ORD00008477,CUST003336,2025-03-29,57.55,Missing Parts,Gift Card,Approved,USD
REF00002319,ORD00006429,CUST002405,2025-12-12,1475.12,Customer Changed Mind,Gift Card,Approved,USD
REF00002320,ORD00000372,CUST002901,2024-07-08,3108.43,Missing Parts,Bank Transfer,Approved,USD
REF00002321,ORD00028010,CUST003593,2023-10-20,112.21,Wrong Product,Gift Card,Approved,USD
REF00002322,ORD00018013,CUST002273,2024-06-19,23.85,Product Not as Described,Bank Transfer,Approved,USD
REF00002323,ORD00019153,CUST003529,2024-12-17,925.96,Missing Parts,Bank Transfer,Pending,USD
REF00002324,ORD00023698,CUST002207,2024-06-20,320.76,Quality Issue,Bank Transfer,Approved,USD
REF00002325,ORD00001865,CUST002630,2024-04-26,3256.17,Wrong Product,Store Credit,Approved,USD
REF00002326,ORD00021560,CUST003382,2023-01-07,379.28,Late Delivery,Original Payment Method,Approved,USD
REF00002327,ORD00011535,CUST003005,2023-02-17,1039.62,Damaged Item,Bank Transfer,Approved,USD
REF00002328,ORD00001301,CUST000272,2023-12-15,901.22,Wrong Product,Original Payment Method,Approved,USD
REF00002329,ORD00014142,CUST001723,2023-01-04,521.31,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002330,ORD00001253,CUST001133,2024-01-27,3228.47,Product Not as Described,Store Credit,Approved,USD
REF00002331,ORD00024608,CUST001394,2024-04-17,1743.49,Quality Issue,Gift Card,Approved,USD
REF00002332,ORD00005778,CUST004622,2025-10-04,172.61,Quality Issue,Original Payment Method,Approved,USD
REF00002333,ORD00015021,CUST003763,2023-01-24,1707.62,Duplicate Charge,Store Credit,Pending,USD
REF00002334,ORD00003495,CUST003492,2024-12-15,270.79,Customer Changed Mind,Gift Card,Approved,USD
REF00002335,ORD00011828,CUST001692,2025-04-20,1022.19,Duplicate Charge,Gift Card,Approved,USD
REF00002336,ORD00026428,CUST000958,2025-01-24,57.65,Wrong Product,Bank Transfer,Approved,USD
REF00002337,ORD00025408,CUST000802,2025-10-13,1404.16,Damaged Item,Store Credit,Approved,USD
REF00002338,ORD00017325,CUST004302,2026-06-08,321.62,Customer Changed Mind,Gift Card,Approved,USD
REF00002339,ORD00002854,CUST004158,2023-08-29,249.63,Late Delivery,Gift Card,Approved,USD
REF00002340,ORD00021377,CUST004244,2026-02-11,809.3,Customer Changed Mind,Bank Transfer,Pending,USD
REF00002341,ORD00003751,CUST001763,2023-04-19,526.98,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002342,ORD00021558,CUST003648,2026-04-26,92.09,Wrong Product,Bank Transfer,Approved,USD
REF00002343,ORD00021509,CUST001857,2026-08-15,667.62,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002344,ORD00020269,CUST000921,2025-03-08,1240.75,Late Delivery,Gift Card,Approved,USD
REF00002345,ORD00008232,CUST000506,2025-10-08,624.65,Product Not as Described,Gift Card,Approved,USD
REF00002346,ORD00027900,CUST003777,2024-02-07,3503.17,Duplicate Charge,Bank Transfer,Approved,USD
REF00002347,ORD00006370,CUST003946,2025-12-02,1594.63,Damaged Item,Bank Transfer,Approved,USD
REF00002348,ORD00026626,CUST002798,2025-02-15,290.73,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002349,ORD00019170,CUST002110,2025-08-29,2426.13,Quality Issue,Original Payment Method,Approved,USD
REF00002350,ORD00002037,CUST002788,2023-09-26,360.11,Wrong Product,Gift Card,Approved,USD
REF00002351,ORD00013407,CUST000106,2024-02-09,3014.97,Product Not as Described,Bank Transfer,Approved,USD
REF00002352,ORD00005707,CUST004521,2025-12-09,49.82,Quality Issue,Original Payment Method,Approved,USD
REF00002353,ORD00005522,CUST001673,2025-10-13,2690.51,Late Delivery,Store Credit,Approved,USD
REF00002354,ORD00020558,CUST000620,2023-04-27,1578.39,Product Not as Described,Store Credit,Approved,USD
REF00002355,ORD00001867,CUST001445,2025-10-18,2204.66,Quality Issue,Original Payment Method,Pending,USD
REF00002356,ORD00019484,CUST003584,2024-06-16,159.87,Quality Issue,Gift Card,Approved,USD
REF00002357,ORD00015661,CUST004970,2023-07-26,1272.82,Missing Parts,Bank Transfer,Approved,USD
REF00002358,ORD00002221,CUST003929,2024-08-23,85.34,Quality Issue,Store Credit,Pending,USD
REF00002359,ORD00006442,CUST002926,2023-03-16,1299.14,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002360,ORD00006110,CUST000254,2025-09-19,471.83,Customer Changed Mind,Store Credit,Approved,USD
REF00002361,ORD00004737,CUST004704,2023-06-08,723.42,Product Not as Described,Bank Transfer,Pending,USD
REF00002362,ORD00023396,CUST001152,2024-11-03,1532.89,Missing Parts,Bank Transfer,Approved,USD
REF00002363,ORD00026110,CUST001738,2025-12-02,2413.39,Duplicate Charge,Bank Transfer,Approved,USD
REF00002364,ORD00007414,CUST001255,2025-01-13,657.86,Wrong Product,Bank Transfer,Approved,USD
REF00002365,ORD00005395,CUST002323,2024-12-07,1572.62,Missing Parts,Bank Transfer,Pending,USD
REF00002366,ORD00017505,CUST001059,2026-04-22,2467.07,Product Not as Described,Gift Card,Pending,USD
REF00002367,ORD00020687,CUST001686,2025-05-10,1285.0,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002368,ORD00019112,CUST004843,2024-04-11,648.63,Product Not as Described,Original Payment Method,Approved,USD
REF00002369,ORD00011111,CUST000266,2024-01-24,139.61,Missing Parts,Original Payment Method,Approved,USD
REF00002370,ORD00004736,CUST000355,2025-11-05,168.21,Duplicate Charge,Gift Card,Rejected,USD
REF00002371,ORD00000254,CUST004098,2024-08-02,723.51,Wrong Product,Store Credit,Approved,USD
REF00002372,ORD00015193,CUST001194,2024-03-13,301.46,Customer Changed Mind,Gift Card,Approved,USD
REF00002373,ORD00025830,CUST004010,2023-05-01,617.38,Damaged Item,Bank Transfer,Approved,USD
REF00002374,ORD00006704,CUST003264,2026-10-01,571.04,Late Delivery,Gift Card,Approved,USD
REF00002375,ORD00021865,CUST004799,2023-07-11,23.97,Damaged Item,Bank Transfer,Approved,USD
REF00002376,ORD00008275,CUST000388,2026-05-10,657.59,Late Delivery,Gift Card,Approved,USD
REF00002377,ORD00007768,CUST004793,2025-01-26,145.29,Quality Issue,Gift Card,Approved,USD
REF00002378,ORD00015899,CUST001095,2023-06-18,308.7,Product Not as Described,Bank Transfer,Approved,USD
REF00002379,ORD00021132,CUST000257,2026-01-26,605.69,Product Not as Described,Gift Card,Approved,USD
REF00002380,ORD00028840,CUST002161,2026-03-12,3141.62,Late Delivery,Store Credit,Approved,USD
REF00002381,ORD00016122,CUST003976,2023-03-10,1083.18,Product Not as Described,Original Payment Method,Approved,USD
REF00002382,ORD00001613,CUST003221,2023-06-06,753.3,Late Delivery,Original Payment Method,Approved,USD
REF00002383,ORD00005101,CUST004838,2023-02-13,1366.9,Product Not as Described,Bank Transfer,Pending,USD
REF00002384,ORD00015674,CUST003861,2024-12-03,370.01,,Store Credit,Approved,USD
REF00002385,ORD00019357,CUST000219,2025-12-07,458.08,Quality Issue,Original Payment Method,Approved,USD
REF00002386,ORD00026751,CUST002786,2025-09-17,360.72,Wrong Product,Store Credit,Pending,USD
REF00002387,ORD00010219,CUST003798,2023-03-21,2868.63,Missing Parts,Bank Transfer,Approved,USD
REF00002388,ORD00029998,CUST000320,2023-01-31,2380.5,Wrong Product,Gift Card,Approved,USD
REF00002389,ORD00020374,CUST002543,2023-09-27,1340.31,Quality Issue,Original Payment Method,Pending,USD
REF00002390,ORD00013341,CUST002044,2023-09-19,405.79,Missing Parts,Store Credit,Approved,USD
REF00002391,ORD00013891,CUST003696,2025-08-04,443.13,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002392,ORD00013867,CUST004552,2026-06-06,1302.54,Damaged Item,Original Payment Method,Rejected,USD
REF00002393,ORD00012651,CUST003288,2026-02-17,3199.67,Customer Changed Mind,Gift Card,Approved,USD
REF00002394,ORD00003037,CUST000465,2023-09-25,1270.65,Duplicate Charge,Gift Card,Pending,USD
REF00002395,ORD00013265,CUST003877,2023-09-10,1174.3,Damaged Item,Bank Transfer,Approved,USD
REF00002396,ORD00015438,CUST003466,2026-05-02,572.61,Duplicate Charge,Original Payment Method,Approved,USD
REF00002397,ORD00010000,CUST000143,2023-02-25,772.77,Late Delivery,Store Credit,Approved,USD
REF00002398,ORD00019787,CUST003559,2024-10-03,85.02,Wrong Product,Gift Card,Approved,USD
REF00002399,ORD00017672,CUST001443,2025-12-12,1174.96,Product Not as Described,Original Payment Method,Approved,USD
REF00002400,ORD00001697,CUST004551,2023-02-12,450.59,Wrong Product,Gift Card,Approved,USD
REF00002401,ORD00013306,CUST001287,2023-03-05,934.27,Damaged Item,Original Payment Method,Approved,USD
REF00002402,ORD00008853,CUST004257,2026-02-17,695.35,Missing Parts,Bank Transfer,Approved,USD
REF00002403,ORD00029814,CUST002938,2023-11-24,1388.65,Damaged Item,Original Payment Method,Approved,USD
REF00002404,ORD00012755,CUST002148,2024-03-29,1745.92,Duplicate Charge,Bank Transfer,Approved,USD
REF00002405,ORD00004660,CUST000695,2024-03-07,2026.72,Customer Changed Mind,Gift Card,Approved,USD
REF00002406,ORD00028973,CUST004755,2024-04-09,563.93,Damaged Item,Store Credit,Approved,USD
REF00002407,ORD00004258,CUST000262,2025-02-02,709.01,Product Not as Described,Store Credit,Approved,USD
REF00002408,ORD00023260,CUST003295,2025-12-17,1336.23,Duplicate Charge,Gift Card,Approved,USD
REF00002409,ORD00008155,CUST003740,2025-11-20,178.28,Damaged Item,Bank Transfer,Approved,USD
REF00002410,ORD00010619,CUST002761,2025-11-13,113.37,Wrong Product,Gift Card,Approved,USD
REF00002411,ORD00010955,CUST004894,2024-12-20,61.26,Wrong Product,Store Credit,Approved,USD
REF00002412,ORD00025693,CUST001068,2026-04-12,1685.21,Quality Issue,Gift Card,Pending,USD
REF00002413,ORD00027815,CUST004149,2023-08-22,244.66,Product Not as Described,Original Payment Method,Approved,USD
REF00002414,ORD00020480,CUST000380,2023-01-23,2272.13,Damaged Item,Gift Card,Approved,USD
REF00002415,ORD00029563,CUST003620,2026-07-10,14.51,Damaged Item,Store Credit,Approved,USD
REF00002416,ORD00012089,CUST004372,2026-01-07,87.03,Late Delivery,Original Payment Method,Approved,USD
REF00002417,ORD00014113,CUST000379,2026-07-16,787.46,Customer Changed Mind,Gift Card,Approved,USD
REF00002418,ORD00007201,CUST004292,2024-12-12,24.25,Duplicate Charge,Bank Transfer,Approved,USD
REF00002419,ORD00001093,CUST003287,2025-10-21,423.93,Late Delivery,Store Credit,Approved,USD
REF00002420,ORD00010467,CUST004459,2026-01-12,800.76,Missing Parts,Original Payment Method,Approved,USD
REF00002421,ORD00001662,CUST001876,2023-08-17,1559.6,Quality Issue,Original Payment Method,Approved,USD
REF00002422,ORD00009435,CUST003319,2023-04-08,1203.86,Quality Issue,Original Payment Method,Approved,USD
REF00002423,ORD00007836,CUST001583,2026-07-24,2394.99,Late Delivery,Gift Card,Approved,USD
REF00002424,ORD00012636,CUST001433,2023-04-21,427.71,Wrong Product,Gift Card,Approved,USD
REF00002425,ORD00000036,CUST003295,2026-05-22,2397.37,Customer Changed Mind,Store Credit,Approved,USD
REF00002426,ORD00026300,CUST000327,2023-05-10,1358.76,Product Not as Described,Store Credit,Rejected,USD
REF00002427,ORD00012414,CUST004548,2023-05-03,6.33,Wrong Product,Store Credit,Pending,USD
REF00002428,ORD00012334,CUST003860,2024-02-13,818.49,Product Not as Described,Store Credit,Approved,USD
REF00002429,ORD00007734,CUST002210,2025-04-17,762.02,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002430,ORD00009593,CUST003765,2025-08-22,457.45,Wrong Product,Original Payment Method,Approved,USD
REF00002431,ORD00029409,CUST003444,2026-04-02,1693.57,Late Delivery,Store Credit,Approved,USD
REF00002432,ORD00019121,CUST000400,2024-08-21,1473.12,Quality Issue,Bank Transfer,Pending,USD
REF00002433,ORD00026878,CUST001779,2026-03-29,128.55,Late Delivery,Original Payment Method,Approved,USD
REF00002434,ORD00015479,CUST001239,2026-03-10,667.44,Late Delivery,Bank Transfer,Approved,USD
REF00002435,ORD00024113,CUST003244,2023-11-16,249.87,Missing Parts,Gift Card,Pending,USD
REF00002436,ORD00008782,CUST000631,2023-11-11,254.86,Wrong Product,Bank Transfer,Approved,USD
REF00002437,ORD00027910,CUST002691,2026-01-18,945.8,Damaged Item,Original Payment Method,Approved,USD
REF00002438,ORD00017340,CUST000563,2025-03-28,3847.37,Late Delivery,Original Payment Method,Pending,USD
REF00002439,ORD00011346,CUST004494,2024-05-15,942.87,Quality Issue,Original Payment Method,Approved,USD
REF00002440,ORD00026282,CUST004971,2025-05-19,850.87,Duplicate Charge,Store Credit,Rejected,USD
REF00002441,ORD00026205,CUST003521,2026-03-21,221.65,Quality Issue,Gift Card,Approved,USD
REF00002442,ORD00009640,CUST003392,2024-06-29,58.84,Wrong Product,Store Credit,Approved,USD
REF00002443,ORD00027737,CUST000493,2026-02-26,1189.49,Missing Parts,Gift Card,Approved,USD
REF00002444,ORD00016733,CUST003678,2025-09-29,312.89,Wrong Product,Original Payment Method,Approved,USD
REF00002445,ORD00009744,CUST000418,2024-12-30,1226.05,Quality Issue,Bank Transfer,Approved,USD
REF00002446,ORD00023549,CUST001355,2023-08-25,922.02,Product Not as Described,Gift Card,Approved,USD
REF00002447,ORD00020535,CUST000515,2023-04-18,1046.98,Damaged Item,Store Credit,Approved,USD
REF00002448,ORD00006930,CUST004892,2024-06-27,2036.15,Duplicate Charge,Bank Transfer,Approved,USD
REF00002449,ORD00013270,CUST000100,2023-04-20,2600.75,Quality Issue,Bank Transfer,Approved,USD
REF00002450,ORD00010664,CUST003332,2026-03-20,2775.4,Late Delivery,Bank Transfer,Approved,USD
REF00002451,ORD00025773,CUST000222,2025-08-07,862.31,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002452,ORD00000020,CUST001868,2026-04-02,291.67,Wrong Product,Bank Transfer,Approved,USD
REF00002453,ORD00003719,CUST000546,2024-07-20,2611.74,Product Not as Described,Original Payment Method,Approved,USD
REF00002454,ORD00024972,CUST002869,2024-04-01,2641.03,Quality Issue,Gift Card,Approved,USD
REF00002455,ORD00013396,CUST003621,2024-09-02,1921.16,Damaged Item,Gift Card,Pending,USD
REF00002456,ORD00011887,CUST000313,2025-03-01,927.48,Damaged Item,Bank Transfer,Approved,USD
REF00002457,ORD00016964,CUST002564,2025-08-05,872.86,,Original Payment Method,Approved,USD
REF00002458,ORD00009248,CUST003077,2024-08-23,3444.05,Quality Issue,Bank Transfer,Approved,USD
REF00002459,ORD00020919,CUST001784,2025-12-02,561.43,Late Delivery,Store Credit,Approved,USD
REF00002460,ORD00012032,CUST004201,2023-09-10,2473.41,Missing Parts,Bank Transfer,Approved,USD
REF00002461,ORD00006278,CUST002720,2025-01-14,4948.34,Wrong Product,Original Payment Method,Approved,USD
REF00002462,ORD00003559,CUST002621,2026-01-21,1007.77,Missing Parts,Original Payment Method,Approved,USD
REF00002463,ORD00022354,CUST004405,2026-09-05,490.66,Customer Changed Mind,Store Credit,Approved,USD
REF00002464,ORD00013570,CUST003682,2024-10-31,1290.78,Wrong Product,Gift Card,Approved,USD
REF00002465,ORD00003107,CUST004113,2024-04-04,150.46,,Bank Transfer,Approved,USD
REF00002466,ORD00021795,CUST002158,2026-06-17,4393.57,Customer Changed Mind,Gift Card,Approved,USD
REF00002467,ORD00020794,CUST000849,2026-05-20,159.16,Late Delivery,Original Payment Method,Approved,USD
REF00002468,ORD00004313,CUST003884,2026-05-06,3651.64,Damaged Item,Original Payment Method,Approved,USD
REF00002469,ORD00017394,CUST002289,2025-01-11,1284.77,Product Not as Described,Store Credit,Approved,USD
REF00002470,ORD00017372,CUST004140,2025-04-09,2441.19,Wrong Product,Original Payment Method,Approved,USD
REF00002471,ORD00021061,CUST000216,2024-07-15,5027.99,Late Delivery,Original Payment Method,Approved,USD
REF00002472,ORD00002598,CUST004354,2023-09-12,186.24,Damaged Item,Bank Transfer,Approved,USD
REF00002473,ORD00016470,CUST000514,2024-07-08,542.02,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002474,ORD00011494,CUST003941,2024-03-29,2369.63,Wrong Product,Gift Card,Pending,USD
REF00002475,ORD00022828,CUST000100,2025-12-24,1823.33,Late Delivery,Gift Card,Approved,USD
REF00002476,ORD00022017,CUST000006,2026-05-11,193.55,Duplicate Charge,Original Payment Method,Approved,USD
REF00002477,ORD00026777,CUST003207,2023-05-19,371.04,Quality Issue,Gift Card,Rejected,USD
REF00002478,ORD00017648,CUST003526,2025-10-18,1068.94,Duplicate Charge,Store Credit,Approved,USD
REF00002479,ORD00008929,CUST002355,2025-11-14,306.2,Product Not as Described,Original Payment Method,Approved,USD
REF00002480,ORD00005750,CUST004804,2024-07-01,319.3,Quality Issue,Store Credit,Pending,USD
REF00002481,ORD00019167,CUST002327,2025-02-08,1264.8,Late Delivery,Original Payment Method,Approved,USD
REF00002482,ORD00007794,CUST002717,2026-04-11,2133.14,Wrong Product,Store Credit,Approved,USD
REF00002483,ORD00008276,CUST002508,2023-10-06,4017.91,Customer Changed Mind,Gift Card,Rejected,USD
REF00002484,ORD00022274,CUST003520,2024-06-06,4425.26,Wrong Product,Original Payment Method,Approved,USD
REF00002485,ORD00013911,CUST002812,2023-06-24,410.72,Wrong Product,Store Credit,Approved,USD
REF00002486,ORD00011838,CUST001233,2025-05-01,2652.89,Customer Changed Mind,Gift Card,Pending,USD
REF00002487,ORD00002191,CUST003796,2023-10-11,1187.17,Late Delivery,Original Payment Method,Approved,USD
REF00002488,ORD00029067,CUST001094,2023-12-25,719.78,Damaged Item,Gift Card,Approved,USD
REF00002489,ORD00001231,CUST000186,2023-10-26,154.39,Customer Changed Mind,Store Credit,Approved,USD
REF00002490,ORD00002988,CUST004789,2025-01-01,81.57,Missing Parts,Bank Transfer,Approved,USD
REF00002491,ORD00022257,CUST004622,2025-11-23,1467.06,Late Delivery,Gift Card,Approved,USD
REF00002492,ORD00021997,CUST001010,2024-12-23,541.62,Product Not as Described,Gift Card,Approved,USD
REF00002493,ORD00000851,CUST003989,2023-05-10,1136.41,Product Not as Described,Original Payment Method,Approved,USD
REF00002494,ORD00024875,CUST001193,2025-02-23,947.58,Damaged Item,Bank Transfer,Approved,USD
REF00002495,ORD00014707,CUST002388,2025-06-19,744.36,Product Not as Described,Gift Card,Approved,USD
REF00002496,ORD00019931,CUST001283,2023-09-29,73.04,Missing Parts,Store Credit,Rejected,USD
REF00002497,ORD00028623,CUST004046,2025-01-25,683.09,Duplicate Charge,Original Payment Method,Pending,USD
REF00002498,ORD00023169,CUST004290,2023-10-04,2435.36,Damaged Item,Store Credit,Approved,USD
